rt-uaw rt-uax rt-uay rt-uaz rt-faw rt-fax rt-fay rt-faz rt-thw rt-thx rt-thy rt-thz rt-llw rt-llx rt-lly rt-llz rt-ftw rt-ftx rt-fty rt-ftz lt-uaw lt-uax lt-uay lt-uaz lt-faw lt-fax lt-fay lt-faz lt-thw lt-thx lt-thy lt-thz lt-llw lt-llx lt-lly lt-llz lt-ftw lt-ftx lt-fty lt-ftz 
0.7635 0.0094 -0.6454 -0.02 0.679 -0.1486 -0.7107 0.1084 0.6938 0.0507 -0.7164 -0.0526 0.6419 0.2545 -0.7233 0.0024 0.6296 -0.0211 -0.7765 -0.0159 0.7527 -0.1024 -0.6482 -0.0524 0.9372 -0.2034 0.2818 -0.0307 0.5952 -0.2791 -0.7295 -0.1889 0.7156 -0.1987 -0.6213 -0.2501 0.9285 -0.0314 0.3655 0.0577
0.7635 0.0094 -0.6454 -0.02 0.679 -0.1486 -0.7107 0.1084 0.6938 0.0507 -0.7164 -0.0526 0.6419 0.2545 -0.7233 0.0024 0.6296 -0.0211 -0.7765 -0.0159 0.7527 -0.1024 -0.6482 -0.0524 0.9372 -0.2034 0.2818 -0.0307 0.5952 -0.2791 -0.7295 -0.1889 0.7156 -0.1987 -0.6213 -0.2501 0.9285 -0.0314 0.3655 0.0577
0.7624 0.0078 -0.6467 -0.0236 0.6785 -0.1509 -0.7113 0.1042 0.6937 0.0502 -0.7169 -0.0488 0.6419 0.2545 -0.7233 0.0024 0.623 -0.0192 -0.7819 -0.0081 0.7527 -0.1024 -0.6482 -0.0524 0.9372 -0.2034 0.2818 -0.0307 0.5952 -0.2791 -0.7295 -0.1889 0.7156 -0.1987 -0.6213 -0.2501 0.9285 -0.0314 0.3655 0.0577
0.7624 0.0078 -0.6467 -0.0236 0.6785 -0.1509 -0.7113 0.1042 0.6937 0.0502 -0.7169 -0.0488 0.6419 0.2545 -0.7233 0.0024 0.623 -0.0192 -0.7819 -0.0081 0.7527 -0.1024 -0.6482 -0.0524 0.9372 -0.2034 0.2818 -0.0307 0.5952 -0.2791 -0.7295 -0.1889 0.7156 -0.1987 -0.6213 -0.2501 0.9285 -0.0314 0.3655 0.0577
0.7624 0.0078 -0.6467 -0.0236 0.6785 -0.1509 -0.7113 0.1042 0.6937 0.0502 -0.7169 -0.0488 0.6419 0.2545 -0.7233 0.0024 0.623 -0.0192 -0.7819 -0.0081 0.7527 -0.1024 -0.6482 -0.0524 0.9372 -0.2034 0.2818 -0.0307 0.5952 -0.2791 -0.7295 -0.1889 0.7156 -0.1987 -0.6213 -0.2501 0.9285 -0.0314 0.3655 0.0577
0.7624 0.0078 -0.6467 -0.0236 0.6785 -0.1509 -0.7113 0.1042 0.6937 0.0502 -0.7169 -0.0488 0.6422 0.2501 -0.7246 0.0074 0.623 -0.0192 -0.7819 -0.0081 0.7562 -0.1019 -0.6436 -0.0606 0.9372 -0.2034 0.2818 -0.0307 0.5952 -0.2791 -0.7295 -0.1889 0.7172 -0.2026 -0.6194 -0.247 0.9271 -0.0317 0.369 0.0573
0.7624 0.0078 -0.6467 -0.0236 0.6785 -0.1509 -0.7113 0.1042 0.6937 0.0502 -0.7169 -0.0488 0.6422 0.2501 -0.7246 0.0074 0.623 -0.0192 -0.7819 -0.0081 0.7562 -0.1019 -0.6436 -0.0606 0.9372 -0.2034 0.2818 -0.0307 0.5952 -0.2791 -0.7295 -0.1889 0.7172 -0.2026 -0.6194 -0.247 0.9271 -0.0317 0.369 0.0573
0.7624 0.0078 -0.6467 -0.0236 0.6785 -0.1509 -0.7113 0.1042 0.6937 0.0502 -0.7169 -0.0488 0.6422 0.2501 -0.7246 0.0074 0.623 -0.0192 -0.7819 -0.0081 0.7562 -0.1019 -0.6436 -0.0606 0.9371 -0.2034 0.2821 -0.0313 0.5789 -0.2841 -0.7371 -0.2021 0.7172 -0.2026 -0.6194 -0.247 0.9271 -0.0317 0.369 0.0573
0.7619 0.0041 -0.6472 -0.0252 0.6785 -0.1509 -0.7113 0.1042 0.6939 0.0476 -0.7168 -0.0499 0.6422 0.2501 -0.7246 0.0074 0.6254 -0.024 -0.7799 -0.0063 0.7562 -0.1019 -0.6436 -0.0606 0.9371 -0.2034 0.2821 -0.0313 0.5789 -0.2841 -0.7371 -0.2021 0.7172 -0.2026 -0.6194 -0.247 0.9271 -0.0317 0.369 0.0573
0.7619 0.0041 -0.6472 -0.0252 0.6787 -0.152 -0.7115 0.0998 0.6939 0.0476 -0.7168 -0.0499 0.6422 0.2501 -0.7246 0.0074 0.6254 -0.024 -0.7799 -0.0063 0.7562 -0.1019 -0.6436 -0.0606 0.9371 -0.2034 0.2821 -0.0313 0.5789 -0.2841 -0.7371 -0.2021 0.7172 -0.2026 -0.6194 -0.247 0.9271 -0.0317 0.369 0.0573
0.7619 0.0041 -0.6472 -0.0252 0.6787 -0.152 -0.7115 0.0998 0.6939 0.0476 -0.7168 -0.0499 0.6422 0.2501 -0.7246 0.0074 0.6254 -0.024 -0.7799 -0.0063 0.7562 -0.1019 -0.6436 -0.0606 0.9371 -0.2034 0.2821 -0.0313 0.5789 -0.2841 -0.7371 -0.2021 0.7172 -0.2026 -0.6194 -0.247 0.9271 -0.0317 0.369 0.0573
0.7619 0.0041 -0.6472 -0.0252 0.6787 -0.152 -0.7115 0.0998 0.6939 0.0476 -0.7168 -0.0499 0.6431 0.2477 -0.7245 0.0057 0.6254 -0.024 -0.7799 -0.0063 0.7598 -0.0977 -0.6386 -0.0734 0.9371 -0.2034 0.2821 -0.0313 0.5789 -0.2841 -0.7371 -0.2021 0.7298 -0.2167 -0.6072 -0.2276 0.9271 -0.0317 0.369 0.0573
0.7619 0.0041 -0.6472 -0.0252 0.6787 -0.152 -0.7115 0.0998 0.6939 0.0476 -0.7168 -0.0499 0.6431 0.2477 -0.7245 0.0057 0.6254 -0.024 -0.7799 -0.0063 0.7598 -0.0977 -0.6386 -0.0734 0.9379 -0.2031 0.2795 -0.031 0.5789 -0.2841 -0.7371 -0.2021 0.7298 -0.2167 -0.6072 -0.2276 0.9271 -0.0317 0.369 0.0573
0.7619 0.0041 -0.6472 -0.0252 0.6787 -0.152 -0.7115 0.0998 0.6939 0.0476 -0.7168 -0.0499 0.6431 0.2477 -0.7245 0.0057 0.6254 -0.024 -0.7799 -0.0063 0.7598 -0.0977 -0.6386 -0.0734 0.9379 -0.2031 0.2795 -0.031 0.5712 -0.2692 -0.7426 -0.2232 0.7298 -0.2167 -0.6072 -0.2276 0.9271 -0.0317 0.369 0.0573
