rt-uaw rt-uax rt-uay rt-uaz rt-faw rt-fax rt-fay rt-faz rt-thw rt-thx rt-thy rt-thz rt-llw rt-llx rt-lly rt-llz rt-ftw rt-ftx rt-fty rt-ftz lt-uaw lt-uax lt-uay lt-uaz lt-faw lt-fax lt-fay lt-faz lt-thw lt-thx lt-thy lt-thz lt-llw lt-llx lt-lly lt-llz lt-ftw lt-ftx lt-fty lt-ftz 
-0.353 -0.2757 0.4548 -0.7697 0.5295 -0.0867 0.677 -0.5037 -0.7955 0.0859 0.3998 0.4473 0.1551 -0.1751 0.5798 0.7805 -0.628 -0.1284 0.7184 -0.2703 -0.6111 -0.4492 0.4968 -0.4219 -0.8938 -0.0571 -0.372 -0.2438 -0.6373 0.0339 0.7543 0.1543 -0.7201 0.259 0.6314 0.1254 -0.9223 0.1558 -0.3538 0.001
-0.353 -0.2757 0.4548 -0.7697 0.5295 -0.0867 0.677 -0.5037 -0.7955 0.0859 0.3998 0.4473 0.1551 -0.1751 0.5798 0.7805 -0.628 -0.1284 0.7184 -0.2703 -0.6241 -0.454 0.4776 -0.4197 -0.8938 -0.0571 -0.372 -0.2438 -0.6393 0.0041 0.7571 0.1345 -0.7201 0.259 0.6314 0.1254 -0.9223 0.1558 -0.3538 0.001
-0.353 -0.2757 0.4548 -0.7697 0.5295 -0.0867 0.677 -0.5037 -0.7955 0.0859 0.3998 0.4473 0.1551 -0.1751 0.5798 0.7805 -0.628 -0.1284 0.7184 -0.2703 -0.6241 -0.454 0.4776 -0.4197 -0.8938 -0.0571 -0.372 -0.2438 -0.6393 0.0041 0.7571 0.1345 -0.7201 0.259 0.6314 0.1254 -0.9223 0.1558 -0.3538 0.001
-0.353 -0.2757 0.4548 -0.7697 0.5295 -0.0867 0.677 -0.5037 -0.7955 0.0859 0.3998 0.4473 0.1551 -0.1751 0.5798 0.7805 -0.628 -0.1284 0.7184 -0.2703 -0.6241 -0.454 0.4776 -0.4197 -0.8938 -0.0571 -0.372 -0.2438 -0.6393 0.0041 0.7571 0.1345 -0.7201 0.259 0.6314 0.1254 -0.9223 0.1558 -0.3538 0.001
-0.353 -0.2757 0.4548 -0.7697 0.5295 -0.0867 0.677 -0.5037 -0.7955 0.0859 0.3998 0.4473 0.1551 -0.1751 0.5798 0.7805 -0.628 -0.1284 0.7184 -0.2703 -0.6241 -0.454 0.4776 -0.4197 -0.8938 -0.0571 -0.372 -0.2438 -0.6393 0.0041 0.7571 0.1345 -0.7201 0.259 0.6314 0.1254 -0.9223 0.1558 -0.3538 0.001
-0.3374 -0.3251 0.4745 -0.7452 0.5295 -0.0867 0.677 -0.5037 -0.7955 0.0859 0.3998 0.4473 0.1551 -0.1751 0.5798 0.7805 -0.628 -0.1284 0.7184 -0.2703 -0.6241 -0.454 0.4776 -0.4197 -0.8904 -0.034 -0.4041 -0.2066 -0.6393 0.0041 0.7571 0.1345 -0.7201 0.259 0.6314 0.1254 -0.9223 0.1558 -0.3538 0.001
-0.3374 -0.3251 0.4745 -0.7452 0.5273 -0.0753 0.74 -0.4107 -0.7955 0.0859 0.3998 0.4473 0.1551 -0.1751 0.5798 0.7805 -0.628 -0.1284 0.7184 -0.2703 -0.6241 -0.454 0.4776 -0.4197 -0.8904 -0.034 -0.4041 -0.2066 -0.6393 0.0041 0.7571 0.1345 -0.7201 0.259 0.6314 0.1254 -0.9223 0.1558 -0.3538 0.001
-0.3374 -0.3251 0.4745 -0.7452 0.5273 -0.0753 0.74 -0.4107 -0.7955 0.0859 0.3998 0.4473 0.1551 -0.1751 0.5798 0.7805 -0.628 -0.1284 0.7184 -0.2703 -0.6241 -0.454 0.4776 -0.4197 -0.8904 -0.034 -0.4041 -0.2066 -0.6393 0.0041 0.7571 0.1345 -0.7201 0.259 0.6314 0.1254 -0.9223 0.1558 -0.3538 0.001
-0.3374 -0.3251 0.4745 -0.7452 0.5273 -0.0753 0.74 -0.4107 -0.7955 0.0859 0.3998 0.4473 0.1551 -0.1751 0.5798 0.7805 -0.628 -0.1284 0.7184 -0.2703 -0.6329 -0.4924 0.431 -0.4137 -0.8904 -0.034 -0.4041 -0.2066 -0.6404 -0.0105 0.7601 0.1096 -0.7201 0.259 0.6314 0.1254 -0.9201 0.1613 -0.3568 0.0095
-0.3374 -0.3251 0.4745 -0.7452 0.5273 -0.0753 0.74 -0.4107 -0.7955 0.0859 0.3998 0.4473 0.1551 -0.1751 0.5798 0.7805 -0.628 -0.1284 0.7184 -0.2703 -0.6329 -0.4924 0.431 -0.4137 -0.8904 -0.034 -0.4041 -0.2066 -0.6404 -0.0105 0.7601 0.1096 -0.7201 0.259 0.6314 0.1254 -0.9201 0.1613 -0.3568 0.0095
