rt-uaw rt-uax rt-uay rt-uaz rt-faw rt-fax rt-fay rt-faz rt-thw rt-thx rt-thy rt-thz rt-llw rt-llx rt-lly rt-llz rt-ftw rt-ftx rt-fty rt-ftz lt-uaw lt-uax lt-uay lt-uaz lt-faw lt-fax lt-fay lt-faz lt-thw lt-thx lt-thy lt-thz lt-llw lt-llx lt-lly lt-llz lt-ftw lt-ftx lt-fty lt-ftz 
0.7647 -0.1243 -0.6271 -0.0811 0.611 -0.5955 -0.4351 -0.2877 0.7014 -0.3259 -0.6093 -0.1751 0.7776 0.1038 -0.6096 -0.1143 0.6797 -0.1384 -0.713 -0.1028 0.7511 -0.0921 -0.6437 -0.114 0.9364 -0.244 0.2499 0.0339 0.6561 -0.1464 -0.7394 0.0355 0.7436 0.0353 -0.6638 0.0722 0.9256 0.2245 0.3031 -0.0316
0.7647 -0.1243 -0.6271 -0.0811 0.611 -0.5955 -0.4351 -0.2877 0.7014 -0.3259 -0.6093 -0.1751 0.7776 0.1038 -0.6096 -0.1143 0.6797 -0.1384 -0.713 -0.1028 0.7512 -0.092 -0.6437 -0.1136 0.9364 -0.244 0.2499 0.0339 0.6561 -0.1464 -0.7394 0.0355 0.7436 0.0353 -0.6638 0.0722 0.9256 0.2245 0.3031 -0.0316
0.7647 -0.1243 -0.6271 -0.0811 0.611 -0.5955 -0.4351 -0.2877 0.7014 -0.3259 -0.6093 -0.1751 0.7776 0.1038 -0.6096 -0.1143 0.6797 -0.1384 -0.713 -0.1028 0.7512 -0.092 -0.6437 -0.1136 0.9364 -0.244 0.2499 0.0339 0.6561 -0.1464 -0.7394 0.0355 0.7436 0.0353 -0.6638 0.0722 0.9256 0.2245 0.3031 -0.0316
0.7647 -0.1243 -0.6271 -0.0811 0.611 -0.5955 -0.4351 -0.2877 0.7014 -0.3259 -0.6093 -0.1751 0.7776 0.1038 -0.6096 -0.1143 0.6797 -0.1384 -0.713 -0.1028 0.7512 -0.092 -0.6437 -0.1136 0.9364 -0.244 0.2499 0.0339 0.6563 -0.1463 -0.7394 0.0353 0.7436 0.0353 -0.6638 0.0722 0.9256 0.2245 0.3031 -0.0316
0.7647 -0.1243 -0.6271 -0.0811 0.611 -0.5955 -0.4351 -0.2877 0.7014 -0.3259 -0.6093 -0.1751 0.7776 0.1038 -0.6096 -0.1143 0.6797 -0.1384 -0.713 -0.1028 0.7512 -0.092 -0.6437 -0.1136 0.9364 -0.244 0.2499 0.0339 0.6563 -0.1463 -0.7394 0.0353 0.7436 0.0355 -0.6638 0.0723 0.9256 0.2245 0.3031 -0.0316
0.765 -0.123 -0.627 -0.0815 0.611 -0.5955 -0.4351 -0.2877 0.7006 -0.3279 -0.6089 -0.1754 0.7776 0.1038 -0.6096 -0.1143 0.6797 -0.1379 -0.7131 -0.1024 0.7512 -0.092 -0.6437 -0.1136 0.9364 -0.244 0.2499 0.0339 0.6563 -0.1463 -0.7394 0.0353 0.7436 0.0355 -0.6638 0.0723 0.9256 0.2245 0.3031 -0.0316
0.765 -0.123 -0.627 -0.0815 0.611 -0.5955 -0.4351 -0.2877 0.7006 -0.3279 -0.6089 -0.1754 0.778 0.1022 -0.6091 -0.1149 0.6797 -0.1379 -0.7131 -0.1024 0.7512 -0.092 -0.6437 -0.1136 0.9364 -0.244 0.2499 0.0339 0.6563 -0.1463 -0.7394 0.0353 0.7436 0.0355 -0.6638 0.0723 0.9256 0.2245 0.3031 -0.0316
0.765 -0.123 -0.627 -0.0815 0.611 -0.5955 -0.4351 -0.2877 0.7006 -0.3279 -0.6089 -0.1754 0.778 0.1022 -0.6091 -0.1149 0.6797 -0.1379 -0.7131 -0.1024 0.7512 -0.092 -0.6437 -0.1136 0.9364 -0.244 0.2499 0.0339 0.6563 -0.1463 -0.7394 0.0353 0.7436 0.0355 -0.6638 0.0723 0.9256 0.2245 0.3031 -0.0316
0.765 -0.123 -0.627 -0.0815 0.611 -0.5955 -0.4351 -0.2877 0.7006 -0.3279 -0.6089 -0.1754 0.778 0.1022 -0.6091 -0.1149 0.6797 -0.1379 -0.7131 -0.1024 0.7512 -0.0918 -0.6438 -0.113 0.9364 -0.244 0.2499 0.0339 0.6563 -0.1463 -0.7394 0.0353 0.7436 0.0355 -0.6638 0.0723 0.9256 0.2245 0.3031 -0.0316
0.765 -0.123 -0.627 -0.0815 0.6121 -0.5922 -0.4384 -0.2874 0.7006 -0.3279 -0.6089 -0.1754 0.778 0.1022 -0.6091 -0.1149 0.6797 -0.1379 -0.7131 -0.1024 0.7512 -0.0918 -0.6438 -0.113 0.9364 -0.244 0.2499 0.0339 0.6563 -0.1463 -0.7394 0.0353 0.7436 0.0355 -0.6638 0.0723 0.9256 0.2245 0.3031 -0.0316
0.765 -0.123 -0.627 -0.0815 0.6121 -0.5922 -0.4384 -0.2874 0.7006 -0.3279 -0.6089 -0.1754 0.778 0.1022 -0.6091 -0.1149 0.6797 -0.1379 -0.7131 -0.1024 0.7512 -0.0918 -0.6438 -0.113 0.9364 -0.244 0.2499 0.0339 0.6563 -0.1463 -0.7394 0.0353 0.7436 0.0355 -0.6638 0.0723 0.9256 0.2245 0.3031 -0.0316
0.765 -0.123 -0.627 -0.0815 0.6121 -0.5922 -0.4384 -0.2874 0.7006 -0.3279 -0.6089 -0.1754 0.778 0.1022 -0.6091 -0.1149 0.6797 -0.1379 -0.7131 -0.1024 0.7512 -0.0918 -0.6438 -0.113 0.9364 -0.244 0.2499 0.0339 0.6563 -0.1463 -0.7394 0.0353 0.7436 0.0355 -0.6638 0.0723 0.9256 0.2245 0.3031 -0.0316
0.7656 -0.1218 -0.6264 -0.082 0.6121 -0.5922 -0.4384 -0.2874 0.7001 -0.3292 -0.609 -0.1748 0.7777 0.0995 -0.6098 -0.116 0.6797 -0.1377 -0.7131 -0.1024 0.7512 -0.0918 -0.6438 -0.113 0.9364 -0.244 0.2499 0.0339 0.6564 -0.1462 -0.7393 0.0355 0.7435 0.0355 -0.6638 0.0723 0.9256 0.2245 0.3031 -0.0316
0.7656 -0.1218 -0.6264 -0.082 0.6121 -0.5922 -0.4384 -0.2874 0.7001 -0.3292 -0.609 -0.1748 0.7777 0.0995 -0.6098 -0.116 0.6797 -0.1377 -0.7131 -0.1024 0.7512 -0.0918 -0.6438 -0.113 0.9364 -0.244 0.2499 0.0339 0.6564 -0.1462 -0.7393 0.0355 0.7435 0.0355 -0.6638 0.0723 0.9256 0.2245 0.3031 -0.0316
0.7656 -0.1218 -0.6264 -0.082 0.6121 -0.5922 -0.4384 -0.2874 0.7001 -0.3292 -0.609 -0.1748 0.7777 0.0995 -0.6098 -0.116 0.6797 -0.1377 -0.7131 -0.1024 0.7512 -0.0918 -0.6438 -0.113 0.9364 -0.244 0.2499 0.0339 0.6564 -0.1462 -0.7393 0.0355 0.7435 0.0355 -0.6638 0.0723 0.9256 0.2245 0.3031 -0.0316
0.7656 -0.1218 -0.6264 -0.082 0.6121 -0.5922 -0.4384 -0.2874 0.7001 -0.3292 -0.609 -0.1748 0.7777 0.0995 -0.6098 -0.116 0.6797 -0.1377 -0.7131 -0.1024 0.7511 -0.0905 -0.6442 -0.1123 0.9364 -0.244 0.2499 0.0339 0.6564 -0.1462 -0.7393 0.0355 0.7435 0.0355 -0.6638 0.0723 0.9256 0.2245 0.3031 -0.0316
0.7656 -0.1218 -0.6264 -0.082 0.6121 -0.5922 -0.4384 -0.2874 0.7001 -0.3292 -0.609 -0.1748 0.7777 0.0995 -0.6098 -0.116 0.6797 -0.1377 -0.7131 -0.1024 0.7511 -0.0905 -0.6442 -0.1123 0.9364 -0.244 0.2499 0.0339 0.6564 -0.1462 -0.7393 0.0355 0.7435 0.0355 -0.6638 0.0723 0.9256 0.2245 0.3031 -0.0316
0.7656 -0.1218 -0.6264 -0.082 0.6099 -0.5978 -0.4274 -0.2967 0.7001 -0.3292 -0.609 -0.1748 0.7777 0.0995 -0.6098 -0.116 0.6797 -0.1377 -0.7131 -0.1024 0.7511 -0.0905 -0.6442 -0.1123 0.9364 -0.244 0.2499 0.0339 0.6566 -0.1471 -0.7388 0.0366 0.7435 0.0355 -0.6638 0.0723 0.9273 0.2222 0.2996 -0.0315
0.7656 -0.1218 -0.6264 -0.082 0.6099 -0.5978 -0.4274 -0.2967 0.7001 -0.3292 -0.609 -0.1748 0.7777 0.0995 -0.6098 -0.116 0.6797 -0.1377 -0.7131 -0.1024 0.7511 -0.0905 -0.6442 -0.1123 0.9364 -0.244 0.2499 0.0339 0.6566 -0.1471 -0.7388 0.0366 0.7435 0.0355 -0.6638 0.0723 0.9273 0.2222 0.2996 -0.0315
0.7642 -0.1219 -0.6276 -0.0861 0.6099 -0.5978 -0.4274 -0.2967 0.6961 -0.3442 -0.6033 -0.1815 0.7777 0.0995 -0.6098 -0.116 0.6815 -0.1359 -0.7128 -0.0953 0.7511 -0.0905 -0.6442 -0.1123 0.9364 -0.244 0.2499 0.0339 0.6566 -0.1471 -0.7388 0.0366 0.7437 0.0326 -0.6641 0.0697 0.9273 0.2222 0.2996 -0.0315
0.7642 -0.1219 -0.6276 -0.0861 0.6099 -0.5978 -0.4274 -0.2967 0.6961 -0.3442 -0.6033 -0.1815 0.772 0.0812 -0.6146 -0.1401 0.6815 -0.1359 -0.7128 -0.0953 0.7511 -0.0905 -0.6442 -0.1123 0.9364 -0.244 0.2499 0.0339 0.6566 -0.1471 -0.7388 0.0366 0.7437 0.0326 -0.6641 0.0697 0.9273 0.2222 0.2996 -0.0315
0.7642 -0.1219 -0.6276 -0.0861 0.6099 -0.5978 -0.4274 -0.2967 0.6961 -0.3442 -0.6033 -0.1815 0.772 0.0812 -0.6146 -0.1401 0.6815 -0.1359 -0.7128 -0.0953 0.7511 -0.0905 -0.6442 -0.1123 0.9364 -0.244 0.2499 0.0339 0.6566 -0.1471 -0.7388 0.0366 0.7437 0.0326 -0.6641 0.0697 0.9273 0.2222 0.2996 -0.0315
