rt-uaw rt-uax rt-uay rt-uaz rt-faw rt-fax rt-fay rt-faz rt-thw rt-thx rt-thy rt-thz rt-llw rt-llx rt-lly rt-llz rt-ftw rt-ftx rt-fty rt-ftz lt-uaw lt-uax lt-uay lt-uaz lt-faw lt-fax lt-fay lt-faz lt-thw lt-thx lt-thy lt-thz lt-llw lt-llx lt-lly lt-llz lt-ftw lt-ftx lt-fty lt-ftz 
0.8082 -0.1143 -0.5596 -0.1437 0.632 -0.5187 -0.5579 -0.1423 0.6897 -0.3381 -0.4867 -0.4161 0.751 -0.007 -0.6062 -0.2614 0.702 -0.2174 -0.6707 -0.1002 0.6719 -0.2086 -0.6281 -0.3325 0.8801 -0.1689 0.3104 -0.3172 0.7303 -0.0571 -0.679 -0.0484 0.6447 -0.1989 -0.6958 -0.2464 0.926 -0.0023 0.322 -0.1971
0.8082 -0.1143 -0.5596 -0.1437 0.6331 -0.5193 -0.5569 -0.1395 0.6899 -0.3366 -0.4869 -0.4167 0.751 -0.007 -0.6062 -0.2614 0.702 -0.2174 -0.6707 -0.1002 0.6719 -0.2086 -0.6281 -0.3325 0.8801 -0.1689 0.3104 -0.3172 0.731 -0.0573 -0.6783 -0.0484 0.6447 -0.1989 -0.6958 -0.2464 0.926 -0.0023 0.322 -0.1971
0.8082 -0.1143 -0.5596 -0.1437 0.6331 -0.5193 -0.5569 -0.1395 0.6899 -0.3366 -0.4869 -0.4167 0.751 -0.007 -0.6062 -0.2614 0.702 -0.2174 -0.6707 -0.1002 0.6719 -0.2086 -0.6281 -0.3325 0.8801 -0.1689 0.3104 -0.3172 0.731 -0.0573 -0.6783 -0.0484 0.6445 -0.1971 -0.6964 -0.2465 0.926 -0.0023 0.322 -0.1971
0.8082 -0.1143 -0.5596 -0.1437 0.6331 -0.5193 -0.5569 -0.1395 0.6899 -0.3366 -0.4869 -0.4167 0.751 -0.007 -0.6062 -0.2614 0.702 -0.2174 -0.6707 -0.1002 0.6719 -0.2086 -0.6281 -0.3325 0.8801 -0.1689 0.3104 -0.3172 0.731 -0.0573 -0.6783 -0.0484 0.6445 -0.1971 -0.6964 -0.2465 0.926 -0.0023 0.322 -0.1971
0.8091 -0.1144 -0.5587 -0.1422 0.6331 -0.5193 -0.5569 -0.1395 0.6899 -0.3366 -0.4869 -0.4167 0.751 -0.007 -0.6062 -0.2614 0.702 -0.2174 -0.6707 -0.1002 0.6719 -0.2086 -0.6281 -0.3325 0.8801 -0.1689 0.3104 -0.3172 0.731 -0.0573 -0.6783 -0.0484 0.6445 -0.1971 -0.6964 -0.2465 0.926 -0.0023 0.322 -0.1971
0.8091 -0.1144 -0.5587 -0.1422 0.6331 -0.5193 -0.5569 -0.1395 0.6899 -0.3366 -0.4869 -0.4167 0.751 -0.007 -0.6062 -0.2614 0.702 -0.2174 -0.6707 -0.1002 0.6719 -0.2086 -0.6281 -0.3325 0.8801 -0.1689 0.3104 -0.3172 0.731 -0.0573 -0.6783 -0.0484 0.6445 -0.1971 -0.6964 -0.2465 0.926 -0.0023 0.322 -0.1971
0.8091 -0.1144 -0.5587 -0.1422 0.6331 -0.5193 -0.5569 -0.1395 0.6899 -0.3366 -0.4869 -0.4167 0.751 -0.007 -0.6062 -0.2614 0.7021 -0.2175 -0.6706 -0.1001 0.6719 -0.2087 -0.628 -0.3326 0.8801 -0.1689 0.3104 -0.3172 0.731 -0.0573 -0.6783 -0.0484 0.6445 -0.1971 -0.6964 -0.2465 0.926 -0.0023 0.3219 -0.1971
0.8091 -0.1144 -0.5587 -0.1422 0.6331 -0.5193 -0.5569 -0.1395 0.6899 -0.3366 -0.4869 -0.4167 0.751 -0.007 -0.6062 -0.2614 0.7021 -0.2175 -0.6706 -0.1001 0.6719 -0.2087 -0.628 -0.3326 0.8801 -0.1689 0.3104 -0.3172 0.731 -0.0573 -0.6783 -0.0484 0.6445 -0.1971 -0.6964 -0.2465 0.926 -0.0023 0.3219 -0.1971
0.8091 -0.1144 -0.5587 -0.1422 0.6337 -0.519 -0.5568 -0.1379 0.6896 -0.3355 -0.4877 -0.4171 0.751 -0.007 -0.6062 -0.2614 0.7021 -0.2175 -0.6706 -0.1001 0.6719 -0.2087 -0.628 -0.3326 0.8801 -0.1689 0.3104 -0.3172 0.7307 -0.0581 -0.6786 -0.0475 0.6445 -0.1971 -0.6964 -0.2465 0.926 -0.0023 0.3219 -0.1971
0.8091 -0.1144 -0.5587 -0.1422 0.6337 -0.519 -0.5568 -0.1379 0.6896 -0.3355 -0.4877 -0.4171 0.7514 -0.0052 -0.6059 -0.2612 0.7021 -0.2175 -0.6706 -0.1001 0.6719 -0.2087 -0.628 -0.3326 0.8801 -0.1689 0.3104 -0.3172 0.7307 -0.0581 -0.6786 -0.0475 0.6443 -0.1964 -0.6967 -0.2469 0.926 -0.0023 0.3219 -0.1971
0.8091 -0.1144 -0.5587 -0.1422 0.6337 -0.519 -0.5568 -0.1379 0.6896 -0.3355 -0.4877 -0.4171 0.7514 -0.0052 -0.6059 -0.2612 0.7021 -0.2175 -0.6706 -0.1001 0.6719 -0.2087 -0.628 -0.3326 0.8801 -0.1689 0.3104 -0.3172 0.7307 -0.0581 -0.6786 -0.0475 0.6443 -0.1964 -0.6967 -0.2469 0.926 -0.0023 0.3219 -0.1971
0.8091 -0.1144 -0.5587 -0.1422 0.6337 -0.519 -0.5568 -0.1379 0.6896 -0.3355 -0.4877 -0.4171 0.7514 -0.0052 -0.6059 -0.2612 0.7021 -0.2175 -0.6706 -0.1001 0.6719 -0.2087 -0.628 -0.3326 0.8801 -0.1689 0.3104 -0.3172 0.7307 -0.0581 -0.6786 -0.0475 0.6443 -0.1964 -0.6967 -0.2469 0.926 -0.0023 0.3219 -0.1971
0.8097 -0.1149 -0.5581 -0.1405 0.6337 -0.519 -0.5568 -0.1379 0.6896 -0.3355 -0.4877 -0.4171 0.7514 -0.0052 -0.6059 -0.2612 0.7021 -0.2175 -0.6706 -0.1001 0.6719 -0.2087 -0.628 -0.3326 0.8801 -0.1689 0.3104 -0.3172 0.7307 -0.0581 -0.6786 -0.0475 0.6443 -0.1964 -0.6967 -0.2469 0.926 -0.0023 0.3219 -0.1971
0.8097 -0.1149 -0.5581 -0.1405 0.6337 -0.519 -0.5568 -0.1379 0.6896 -0.3355 -0.4877 -0.4171 0.7514 -0.0052 -0.6059 -0.2612 0.7021 -0.2175 -0.6706 -0.1001 0.6719 -0.2087 -0.628 -0.3326 0.8801 -0.1689 0.3104 -0.3172 0.7307 -0.0581 -0.6786 -0.0475 0.6443 -0.1964 -0.6967 -0.2469 0.926 -0.0023 0.3219 -0.1971
0.8097 -0.1149 -0.5581 -0.1405 0.6342 -0.5197 -0.556 -0.1365 0.6896 -0.3355 -0.4877 -0.4171 0.7514 -0.0052 -0.6059 -0.2612 0.7026 -0.2166 -0.6707 -0.0981 0.6719 -0.2087 -0.628 -0.3326 0.8802 -0.1689 0.31 -0.3172 0.7307 -0.0581 -0.6786 -0.0475 0.6443 -0.1964 -0.6967 -0.2469 0.926 -0.0023 0.3219 -0.1971
0.8097 -0.1149 -0.5581 -0.1405 0.6342 -0.5197 -0.556 -0.1365 0.6896 -0.3355 -0.4877 -0.4171 0.7514 -0.0052 -0.6059 -0.2612 0.7026 -0.2166 -0.6707 -0.0981 0.6719 -0.2087 -0.628 -0.3326 0.8802 -0.1689 0.31 -0.3172 0.7307 -0.0581 -0.6786 -0.0475 0.6443 -0.1964 -0.6967 -0.2469 0.926 -0.0023 0.3219 -0.1971
0.8097 -0.1149 -0.5581 -0.1405 0.6342 -0.5197 -0.556 -0.1365 0.6887 -0.3341 -0.4885 -0.4188 0.7502 -0.0045 -0.6071 -0.262 0.7026 -0.2166 -0.6707 -0.0981 0.6719 -0.2087 -0.628 -0.3326 0.8802 -0.1689 0.31 -0.3172 0.731 -0.0551 -0.6788 -0.0444 0.6442 -0.2042 -0.6924 -0.2527 0.926 -0.0023 0.3219 -0.1971
0.8097 -0.1149 -0.5581 -0.1405 0.6342 -0.5197 -0.556 -0.1365 0.6887 -0.3341 -0.4885 -0.4188 0.7502 -0.0045 -0.6071 -0.262 0.7026 -0.2166 -0.6707 -0.0981 0.6719 -0.2087 -0.628 -0.3326 0.8802 -0.1689 0.31 -0.3172 0.731 -0.0551 -0.6788 -0.0444 0.6442 -0.2042 -0.6924 -0.2527 0.926 -0.0023 0.3219 -0.1971
0.8097 -0.1149 -0.5581 -0.1405 0.6342 -0.5197 -0.556 -0.1365 0.6887 -0.3341 -0.4885 -0.4188 0.7502 -0.0045 -0.6071 -0.262 0.7026 -0.2166 -0.6707 -0.0981 0.6719 -0.2087 -0.628 -0.3326 0.8802 -0.1689 0.31 -0.3172 0.731 -0.0551 -0.6788 -0.0444 0.6442 -0.2042 -0.6924 -0.2527 0.926 -0.0023 0.3219 -0.1971
0.8109 -0.1174 -0.5563 -0.1387 0.6342 -0.5197 -0.556 -0.1365 0.6887 -0.3341 -0.4885 -0.4188 0.7502 -0.0045 -0.6071 -0.262 0.7026 -0.2166 -0.6707 -0.0981 0.6719 -0.2087 -0.628 -0.3326 0.8802 -0.1689 0.31 -0.3172 0.731 -0.0551 -0.6788 -0.0444 0.6442 -0.2042 -0.6924 -0.2527 0.926 -0.0023 0.3219 -0.1971
0.8109 -0.1174 -0.5563 -0.1387 0.6342 -0.5197 -0.556 -0.1365 0.6887 -0.3341 -0.4885 -0.4188 0.7502 -0.0045 -0.6071 -0.262 0.7026 -0.2166 -0.6707 -0.0981 0.6719 -0.2087 -0.628 -0.3326 0.8802 -0.1689 0.31 -0.3172 0.731 -0.0551 -0.6788 -0.0444 0.6442 -0.2042 -0.6924 -0.2527 0.926 -0.0023 0.3219 -0.1971
0.8109 -0.1174 -0.5563 -0.1387 0.6342 -0.5197 -0.556 -0.1365 0.6887 -0.3341 -0.4885 -0.4188 0.7502 -0.0045 -0.6071 -0.262 0.7039 -0.2056 -0.6736 -0.0925 0.6719 -0.2087 -0.628 -0.3326 0.8764 -0.1649 0.3193 -0.3206 0.731 -0.0551 -0.6788 -0.0444 0.6442 -0.2042 -0.6924 -0.2527 0.926 -0.0023 0.3219 -0.1971
0.8109 -0.1174 -0.5563 -0.1387 0.6342 -0.5197 -0.556 -0.1365 0.6887 -0.3341 -0.4885 -0.4188 0.7502 -0.0045 -0.6071 -0.262 0.7039 -0.2056 -0.6736 -0.0925 0.6719 -0.2087 -0.628 -0.3326 0.8764 -0.1649 0.3193 -0.3206 0.731 -0.0551 -0.6788 -0.0444 0.6442 -0.2042 -0.6924 -0.2527 0.926 -0.0023 0.3219 -0.1971
0.8109 -0.1174 -0.5563 -0.1387 0.6353 -0.5192 -0.5559 -0.1335 0.6935 -0.3287 -0.4907 -0.4125 0.7479 7.0E-4 -0.6071 -0.2685 0.7039 -0.2056 -0.6736 -0.0925 0.6719 -0.2087 -0.628 -0.3326 0.8764 -0.1649 0.3193 -0.3206 0.7249 -0.048 -0.6845 -0.0612 0.6484 -0.231 -0.6769 -0.2607 0.926 -0.0023 0.3219 -0.1971
0.8109 -0.1174 -0.5563 -0.1387 0.6353 -0.5192 -0.5559 -0.1335 0.6935 -0.3287 -0.4907 -0.4125 0.7479 7.0E-4 -0.6071 -0.2685 0.7039 -0.2056 -0.6736 -0.0925 0.6719 -0.2087 -0.628 -0.3326 0.8764 -0.1649 0.3193 -0.3206 0.7249 -0.048 -0.6845 -0.0612 0.6484 -0.231 -0.6769 -0.2607 0.926 -0.0023 0.3219 -0.1971
