rt-uaw rt-uax rt-uay rt-uaz rt-faw rt-fax rt-fay rt-faz rt-thw rt-thx rt-thy rt-thz rt-llw rt-llx rt-lly rt-llz rt-ftw rt-ftx rt-fty rt-ftz lt-uaw lt-uax lt-uay lt-uaz lt-faw lt-fax lt-fay lt-faz lt-thw lt-thx lt-thy lt-thz lt-llw lt-llx lt-lly lt-llz lt-ftw lt-ftx lt-fty lt-ftz 
0.7341 0.1385 -0.6516 0.1318 0.4428 -0.733 -0.3601 -0.37 0.7475 -0.1091 -0.6506 -0.0777 0.7396 0.1135 -0.6586 -0.0793 0.6714 0.0132 -0.7407 -0.0226 0.74 0.0728 -0.6686 -0.0046 0.9456 -0.1589 0.2837 0.0 0.6649 0.0596 -0.7444 0.0156 0.7149 -0.0285 -0.6985 -0.0084 0.9456 -0.0887 0.3129 0.0067
0.7341 0.1385 -0.6516 0.1318 0.4428 -0.733 -0.3601 -0.37 0.7474 -0.1096 -0.6506 -0.0781 0.7396 0.1135 -0.6586 -0.0793 0.6714 0.0132 -0.7407 -0.0226 0.74 0.0728 -0.6686 -0.0046 0.9456 -0.1589 0.2837 0.0 0.6635 0.0583 -0.7458 0.0082 0.7149 -0.0285 -0.6985 -0.0084 0.9456 -0.0887 0.3129 0.0067
0.7341 0.1385 -0.6516 0.1318 0.4429 -0.7328 -0.3595 -0.3708 0.7474 -0.1096 -0.6506 -0.0781 0.7397 0.1133 -0.6585 -0.0794 0.6714 0.0132 -0.7407 -0.0226 0.74 0.0728 -0.6686 -0.0046 0.9456 -0.1589 0.2837 0.0 0.6635 0.0583 -0.7458 0.0082 0.7149 -0.0303 -0.6985 -0.008 0.9456 -0.0887 0.3129 0.0067
0.7341 0.1385 -0.6516 0.1318 0.4429 -0.7328 -0.3595 -0.3708 0.7474 -0.1096 -0.6506 -0.0781 0.7397 0.1133 -0.6585 -0.0794 0.6714 0.0132 -0.7407 -0.0226 0.74 0.0728 -0.6686 -0.0042 0.9456 -0.1589 0.2837 0.0 0.6635 0.0583 -0.7458 0.0082 0.7149 -0.0303 -0.6985 -0.008 0.9456 -0.0887 0.3129 0.0067
0.7341 0.1385 -0.6516 0.1318 0.4429 -0.7328 -0.3595 -0.3708 0.7474 -0.1096 -0.6506 -0.0781 0.7397 0.1133 -0.6585 -0.0794 0.6714 0.0132 -0.7407 -0.0226 0.74 0.0728 -0.6686 -0.0042 0.9456 -0.1589 0.2837 0.0 0.6635 0.0583 -0.7458 0.0082 0.7149 -0.0303 -0.6985 -0.008 0.9456 -0.0887 0.3129 0.0067
0.7344 0.1375 -0.6518 0.1302 0.4429 -0.7328 -0.3595 -0.3708 0.7474 -0.1096 -0.6506 -0.0781 0.7397 0.1133 -0.6585 -0.0794 0.6714 0.0132 -0.7407 -0.0226 0.74 0.0728 -0.6686 -0.0042 0.9456 -0.1589 0.2837 0.0 0.6635 0.0583 -0.7458 0.0082 0.7149 -0.0303 -0.6985 -0.008 0.9456 -0.0887 0.3129 0.0067
0.7344 0.1375 -0.6518 0.1302 0.4429 -0.7328 -0.3595 -0.3708 0.7474 -0.1096 -0.6506 -0.0781 0.7397 0.1133 -0.6585 -0.0794 0.6714 0.0132 -0.7407 -0.0226 0.74 0.0728 -0.6686 -0.0042 0.9456 -0.1589 0.2837 0.0 0.6632 0.0546 -0.7465 0.0035 0.7149 -0.0303 -0.6985 -0.008 0.9456 -0.0887 0.3129 0.0067
0.7344 0.1375 -0.6518 0.1302 0.4429 -0.7328 -0.3595 -0.3708 0.7471 -0.1099 -0.6508 -0.0782 0.7397 0.1133 -0.6585 -0.0794 0.6714 0.0132 -0.7407 -0.0226 0.74 0.0728 -0.6686 -0.0042 0.9456 -0.1589 0.2837 0.0 0.6632 0.0546 -0.7465 0.0035 0.7149 -0.0303 -0.6985 -0.008 0.9456 -0.0887 0.3129 0.0067
0.7344 0.1375 -0.6518 0.1302 0.4429 -0.7328 -0.3595 -0.3708 0.7471 -0.1099 -0.6508 -0.0782 0.7397 0.1133 -0.6585 -0.0794 0.6714 0.0132 -0.7407 -0.0226 0.74 0.0728 -0.6686 -0.0042 0.9456 -0.1589 0.2837 0.0 0.6632 0.0546 -0.7465 0.0035 0.7149 -0.0303 -0.6985 -0.008 0.9456 -0.0887 0.3129 0.0067
0.7344 0.1375 -0.6518 0.1302 0.4429 -0.7328 -0.3595 -0.3708 0.7471 -0.1099 -0.6508 -0.0782 0.7394 0.113 -0.6589 -0.0794 0.6714 0.0132 -0.7407 -0.0226 0.74 0.0728 -0.6686 -0.0042 0.9456 -0.1589 0.2837 0.0 0.6632 0.0546 -0.7465 0.0035 0.7151 -0.0303 -0.6984 -0.0084 0.9457 -0.0887 0.3126 0.0067
